name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,brand,car_age,km_per_year
Tata Indigo TDI,2008,80000,150000,Diesel,Individual,Manual,3,Tata,12,11538
Ford EcoSport 1.5 Diesel Titanium BSIV,2019,950000,17000,Diesel,Individual,Manual,1,Ford,1,8500
Maruti Swift Dzire VDI,2014,425000,150000,Diesel,Individual,Manual,1,Maruti,6,21428
Hyundai i20 Asta Option 1.4 CRDi,2015,500000,80000,Diesel,Individual,Manual,1,Hyundai,5,13333
Hyundai Santro Xing XG eRLX Euro III,2005,70000,170000,Petrol,Individual,Manual,3,Hyundai,15,10625
Honda Amaze S i-Dtech,2013,349000,120000,Diesel,Individual,Manual,1,Honda,7,15000
Hyundai i20 1.2 Sportz,2012,330000,90000,Petrol,Individual,Manual,3,Hyundai,8,10000
Hyundai Santro Xing GLS,2010,120000,90000,Petrol,Individual,Manual,3,Hyundai,10,8181
Hyundai Verna 1.6 SX CRDi (O),2013,430000,100000,Diesel,Individual,Manual,2,Hyundai,7,12500
Maruti Swift VDI BSIV,2014,390000,90000,Diesel,Individual,Manual,1,Maruti,6,12857
Nissan Micra Diesel XV Primo,2012,225000,129000,Diesel,Individual,Manual,1,Nissan,8,14333
Mahindra Scorpio VLS AT 2.2 mHAWK,2010,350000,186000,Diesel,Individual,Automatic,2,Mahindra,10,16909
Tata Sumo LX,2009,100000,66778,Diesel,Individual,Manual,1,Tata,11,5564
Hyundai EON Era Plus,2014,190000,50000,Petrol,Individual,Manual,1,Hyundai,6,7142
Hyundai i20 Sportz 1.4 CRDi,2014,315000,110000,Diesel,Individual,Manual,2,Hyundai,6,15714
Hyundai Grand i10 CRDi Magna,2015,300000,60000,Diesel,Individual,Manual,2,Hyundai,5,10000
Renault KWID RXT,2016,280000,40000,Petrol,Individual,Manual,1,Renault,4,8000
Hyundai Tucson 2.0 e-VGT 2WD MT,2017,1650000,55000,Diesel,Dealer,Manual,1,Hyundai,3,13750
Hyundai EON Era Plus,2015,295000,21000,Petrol,Dealer,Manual,2,Hyundai,5,3500
Jaguar XF 5.0 Litre V8 Petrol,2012,2050000,66363,Petrol,Dealer,Automatic,2,Other,8,7373
Hyundai Creta 1.6 VTVT AT SX Plus,2018,1475000,11700,Petrol,Dealer,Automatic,1,Hyundai,2,3900
Hyundai Verna VTVT 1.6 AT SX Option,2017,1100000,10000,Petrol,Individual,Automatic,1,Hyundai,3,2500
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,4400000,100000,Diesel,Individual,Automatic,2,Mercedes-Benz,6,14285
Maruti Swift ZXI BSIV,2016,670000,7104,Petrol,Trustmark Dealer,Manual,1,Maruti,4,1420
Maruti S-Cross Zeta DDiS 200 SH,2015,750000,45974,Diesel,Trustmark Dealer,Manual,1,Maruti,5,7662
Hyundai Verna 1.6 VTVT SX,2015,760000,55340,Petrol,Trustmark Dealer,Manual,1,Hyundai,5,9223
Volkswagen Polo GTI,2017,850000,20000,Petrol,Dealer,Automatic,2,Volkswagen,3,5000
Renault Pulse RxL,2015,390000,61585,Diesel,Trustmark Dealer,Manual,1,Renault,5,10264
Maruti Celerio VXI AMT BSIV,2016,450000,39415,Petrol,Trustmark Dealer,Automatic,2,Maruti,4,7883
Honda Brio V MT,2014,425000,29654,Petrol,Trustmark Dealer,Manual,1,Honda,6,4236
Maruti Baleno Alpha 1.3,2016,770000,64672,Diesel,Trustmark Dealer,Manual,1,Maruti,4,12934
Hyundai Creta 1.6 SX Automatic Diesel,2015,1150000,54634,Diesel,Trustmark Dealer,Automatic,2,Hyundai,5,9105
Honda City i VTEC V,2015,775000,66521,Petrol,Trustmark Dealer,Manual,1,Honda,5,11086
Hyundai Elite i20 Asta Option CVT BSIV,2019,720000,3000,Petrol,Individual,Automatic,1,Hyundai,1,1500
Toyota Innova Crysta 2.4 GX AT,2018,1725000,23974,Diesel,Dealer,Automatic,2,Toyota,2,7991
Tata Tiago 1.2 Revotron XZ,2018,539000,10000,Petrol,Individual,Manual,1,Tata,2,3333
Maruti Celerio ZXI,2017,420000,50000,Petrol,Individual,Manual,1,Maruti,3,12500
Maruti Omni E 8 Str STD,2001,85000,70000,Petrol,Individual,Manual,3,Maruti,19,3500
OpelCorsa 1.6Gls,2004,142000,73000,Petrol,Individual,Manual,4,Other,16,4294
Hyundai EON D Lite,2014,180000,76000,Petrol,Individual,Manual,2,Hyundai,6,10857
Chevrolet Tavera Neo 3 Max 9 Str BSIII,2014,400000,120000,Diesel,Individual,Manual,2,Chevrolet,6,17142
Mahindra Scorpio VLX 2WD ABS AT BSIII,2009,360000,170000,Diesel,Individual,Automatic,3,Mahindra,11,14166
Hyundai Santro Xing XG,2003,85000,110000,Petrol,Individual,Manual,2,Hyundai,17,6111
Honda Brio 1.2 S MT,2016,350000,63400,Petrol,Individual,Manual,1,Honda,4,12680
Datsun GO Plus T BSIV,2015,380000,25000,Petrol,Individual,Manual,1,Datsun,5,4166
Hyundai i10 Era,2009,140000,80000,Petrol,Individual,Manual,3,Hyundai,11,6666
Maruti Wagon R VXI BS IV,2012,200000,90000,Petrol,Individual,Manual,1,Maruti,8,10000
Hyundai Santro Xing GL,2011,150000,157000,Petrol,Individual,Manual,1,Hyundai,9,15700
Tata Indica Vista Quadrajet LS,2012,150000,80000,Diesel,Individual,Manual,2,Tata,8,8888
Maruti 800 Std BSII,2006,90000,40000,Petrol,Individual,Manual,2,Maruti,14,2666
Mahindra Bolero SLX 2WD,2007,300000,100000,Diesel,Individual,Manual,2,Mahindra,13,7142
Renault KWID RXT,2017,280000,50000,Petrol,Individual,Manual,1,Renault,3,12500
Maruti Alto K10 2010-2014 VXI,2011,200000,40000,Petrol,Individual,Manual,1,Maruti,9,4000
Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag,2009,110000,38500,Petrol,Individual,Manual,2,Chevrolet,11,3208
Hyundai i10 Magna,2008,140000,103921,Petrol,Individual,Manual,2,Hyundai,12,7993
Hyundai Creta 1.4 EX Diesel,2020,1050000,10000,Diesel,Individual,Manual,1,Hyundai,0,10000
Honda City i-VTEC VX,2018,1150000,14825,Petrol,Dealer,Manual,1,Honda,2,4941
Honda BR-V i-DTEC VX MT,2016,910000,43377,Diesel,Dealer,Manual,1,Honda,4,8675
Ford Figo Diesel Titanium,2010,160000,102307,Diesel,Dealer,Manual,1,Ford,10,9300
Maruti Zen LX,2004,105000,79000,Petrol,Individual,Manual,2,Maruti,16,4647
Skoda Octavia Elegance 2.0 TDI AT,2014,1200000,135000,Diesel,Individual,Automatic,3,Skoda,6,19285
Renault KWID 1.0 RXT Optional,2018,300000,10500,Petrol,Individual,Manual,1,Renault,2,3500
Maruti Wagon R LXI,2004,70000,90000,Petrol,Individual,Manual,4,Maruti,16,5294
Chevrolet Beat Diesel,2012,160000,110000,Diesel,Individual,Manual,1,Chevrolet,8,12222
Chevrolet Beat Diesel LS,2012,160000,50000,Diesel,Individual,Manual,1,Chevrolet,8,5555
Chevrolet Sail Hatchback LT ABS,2013,225000,80000,Diesel,Individual,Manual,1,Chevrolet,7,10000
Honda Jazz 1.5 VX i DTEC,2018,790000,19571,Diesel,Dealer,Manual,1,Honda,2,6523
Honda City 1.3 EXI,2002,145000,100000,Petrol,Individual,Manual,1,Honda,18,5263
Honda City i-VTEC ZX,2018,1200000,29600,Petrol,Dealer,Manual,1,Honda,2,9866
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,930000,20000,Diesel,Individual,Manual,1,Ford,2,6666
Hyundai EON D Lite,2016,210000,30000,Petrol,Individual,Manual,1,Hyundai,4,6000
Hyundai Getz 1.5 CRDi GVS,2008,110000,154000,Diesel,Individual,Manual,3,Hyundai,12,11846
Maruti Swift LXI,2011,175000,70000,Petrol,Individual,Manual,1,Maruti,9,7000
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,950000,15000,Diesel,Individual,Automatic,1,Maruti,2,5000
Renault Lodgy Stepway 85PS RXZ 8S,2017,650000,40000,Diesel,Individual,Manual,1,Renault,3,10000
Maruti Swift VXI,2019,550000,51000,Petrol,Individual,Manual,1,Maruti,1,25500
Maruti Alto LX BSIII,2008,85000,120000,Petrol,Individual,Manual,2,Maruti,12,9230
Maruti Celerio LXI MT BSIV,2019,340000,50000,Petrol,Individual,Manual,1,Maruti,1,25000
Renault Captur 1.5 Diesel RXT,2017,825000,13500,Diesel,Individual,Manual,1,Renault,3,3375
Toyota Etios 1.5 V,2016,509999,35000,Petrol,Individual,Manual,1,Toyota,4,7000
Renault Duster 85PS Diesel RxL,2013,450000,1000,Diesel,Dealer,Manual,2,Renault,7,125
Mercedes-Benz C-Class Progressive C 220d,2018,3800000,10000,Diesel,Dealer,Automatic,1,Mercedes-Benz,2,3333
Audi A4 3.0 TDI Quattro,2013,1580000,86000,Diesel,Dealer,Automatic,1,Audi,7,10750
BMW X5 xDrive 30d xLine,2019,4950000,30000,Diesel,Dealer,Automatic,1,BMW,1,15000
Hyundai Creta 1.6 CRDi SX,2016,535000,52600,Diesel,Individual,Manual,1,Hyundai,4,10520
Maruti SX4 Vxi BSIV,2012,225000,110000,Petrol,Individual,Manual,2,Maruti,8,12222
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,19890,Petrol,Dealer,Automatic,1,Hyundai,3,4972
Maruti Swift ZXI BSIV,2016,670000,7104,Petrol,Trustmark Dealer,Manual,1,Maruti,4,1420
Maruti Ertiga VXI,2015,625000,11918,Petrol,Trustmark Dealer,Manual,1,Maruti,5,1986
Hyundai Grand i10 Magna AT,2017,520000,10510,Petrol,Dealer,Automatic,1,Hyundai,3,2627
Chevrolet Beat LT Option,2016,239000,41000,Petrol,Dealer,Manual,1,Chevrolet,4,8200
Toyota Fortuner 4x2 AT,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,1,Toyota,3,11790
Maruti S-Cross Zeta DDiS 200 SH,2015,750000,45974,Diesel,Trustmark Dealer,Manual,1,Maruti,5,7662
Hyundai i10 Magna,2012,229999,49824,Petrol,Dealer,Manual,1,Hyundai,8,5536
Audi A6 2.0 TDI Premium Plus,2013,1300000,58500,Diesel,Dealer,Automatic,1,Audi,7,7312
Hyundai Santro GS,2005,80000,56580,Petrol,Dealer,Manual,1,Hyundai,15,3536
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000,52000,Diesel,Dealer,Manual,1,Skoda,8,5777
Hyundai Verna 1.6 VTVT SX,2015,760000,55340,Petrol,Trustmark Dealer,Manual,1,Hyundai,5,9223
Maruti Swift Dzire VDI,2017,600000,46507,Diesel,Trustmark Dealer,Manual,1,Maruti,3,11626
Renault Duster 85PS Diesel RxL,2013,450000,1000,Diesel,Dealer,Manual,2,Renault,7,125
Mercedes-Benz C-Class Progressive C 220d,2018,3800000,10000,Diesel,Dealer,Automatic,1,Mercedes-Benz,2,3333
Audi A4 3.0 TDI Quattro,2013,1580000,86000,Diesel,Dealer,Automatic,1,Audi,7,10750
BMW X5 xDrive 30d xLine,2019,4950000,30000,Diesel,Dealer,Automatic,1,BMW,1,15000
Hyundai Creta 1.6 CRDi SX,2016,535000,52600,Diesel,Individual,Manual,1,Hyundai,4,10520
Maruti SX4 Vxi BSIV,2012,225000,110000,Petrol,Individual,Manual,2,Maruti,8,12222
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,19890,Petrol,Dealer,Automatic,1,Hyundai,3,4972
Maruti Swift ZXI BSIV,2016,670000,7104,Petrol,Trustmark Dealer,Manual,1,Maruti,4,1420
Maruti Ertiga VXI,2015,625000,11918,Petrol,Trustmark Dealer,Manual,1,Maruti,5,1986
Hyundai Grand i10 Magna AT,2017,520000,10510,Petrol,Dealer,Automatic,1,Hyundai,3,2627
Chevrolet Beat LT Option,2016,239000,41000,Petrol,Dealer,Manual,1,Chevrolet,4,8200
Toyota Fortuner 4x2 AT,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,1,Toyota,3,11790
Maruti S-Cross Zeta DDiS 200 SH,2015,750000,45974,Diesel,Trustmark Dealer,Manual,1,Maruti,5,7662
Hyundai i10 Magna,2012,229999,49824,Petrol,Dealer,Manual,1,Hyundai,8,5536
Audi A6 2.0 TDI Premium Plus,2013,1300000,58500,Diesel,Dealer,Automatic,1,Audi,7,7312
Hyundai Santro GS,2005,80000,56580,Petrol,Dealer,Manual,1,Hyundai,15,3536
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000,52000,Diesel,Dealer,Manual,1,Skoda,8,5777
Hyundai Verna 1.6 VTVT SX,2015,760000,55340,Petrol,Trustmark Dealer,Manual,1,Hyundai,5,9223
Maruti Swift Dzire VDI,2017,600000,46507,Diesel,Trustmark Dealer,Manual,1,Maruti,3,11626
Maruti Baleno Alpha 1.3,2017,650000,70000,Diesel,Individual,Manual,1,Maruti,3,17500
Chevrolet Spark 1.0 LS,2011,140000,60000,Petrol,Individual,Manual,2,Chevrolet,9,6000
Maruti Alto LXi,2011,150000,70000,Petrol,Individual,Manual,1,Maruti,9,7000
Datsun GO Plus A Option Petrol,2018,450000,10000,Petrol,Individual,Manual,2,Datsun,2,3333
Hyundai Accent CRDi,2006,170000,245244,Diesel,Individual,Manual,4,Hyundai,14,16349
Renault KWID 1.0 RXT Optional,2017,400000,60000,Petrol,Individual,Manual,1,Renault,3,15000
Tata Tiago 1.2 Revotron XE,2016,300000,30000,Petrol,Individual,Manual,1,Tata,4,6000
Maruti Alto 800 Base,2012,250000,8000,Petrol,Individual,Manual,1,Maruti,8,888
Tata Tigor 1.2 Revotron XM,2019,500000,10000,Petrol,Individual,Manual,1,Tata,1,5000
Hyundai Accent CRDi,2002,85000,100000,Diesel,Individual,Manual,3,Hyundai,18,5263
Nissan Sunny Diesel XL,2012,300000,110000,Diesel,Individual,Manual,1,Nissan,8,12222
Hyundai Santro GS,2005,80000,56580,Petrol,Dealer,Manual,1,Hyundai,15,3536
Mahindra XUV500 AT W8 FWD,2015,740000,45000,Diesel,Dealer,Automatic,1,Mahindra,5,7500
Hyundai Santro Xing XG,2005,70000,68500,Petrol,Dealer,Manual,1,Hyundai,15,4281
Hyundai Santro Sportz AMT,2019,484999,5007,Petrol,Dealer,Automatic,1,Hyundai,1,2503
Nissan Micra Active XV S,2013,164000,30000,Petrol,Individual,Manual,1,Nissan,7,3750
Honda City 1.5 V AT,2008,140000,70000,Petrol,Individual,Automatic,1,Honda,12,5384
Mercedes-Benz E-Class E250 CDI Elegance,2011,999000,49600,Diesel,Dealer,Automatic,1,Mercedes-Benz,9,4960
Maruti Alto LXI,2005,56000,23000,Petrol,Individual,Manual,2,Maruti,15,1437
BMW 7 Series 730Ld,2006,1050000,30000,Diesel,Dealer,Automatic,1,BMW,14,2000
Hyundai Verna 1.6 VTVT,2010,190000,38000,Petrol,Dealer,Manual,1,Hyundai,10,3454
Audi Q5 3.0 TDI Quattro Technology,2018,3899000,22000,Diesel,Dealer,Automatic,1,Audi,2,7333
Hyundai i10 Sportz 1.2,2011,235000,43100,Petrol,Dealer,Manual,1,Hyundai,9,4310
Datsun GO Plus T,2017,350000,10171,Petrol,Dealer,Manual,1,Datsun,3,2542
Renault Duster 110PS Diesel RxL,2015,465000,41123,Diesel,Dealer,Manual,1,Renault,5,6853
Toyota Camry Hybrid 2.5,2017,1900000,20118,Petrol,Dealer,Automatic,1,Toyota,3,5029
Honda City i DTec SV,2014,450000,40000,Diesel,Dealer,Manual,1,Honda,6,5714
Volkswagen Jetta 2.0L TDI Highline,2015,790000,52517,Diesel,Dealer,Manual,1,Volkswagen,5,8752
Mahindra Marazzo M2 8Str,2019,900000,20000,Diesel,Individual,Manual,1,Mahindra,1,10000
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,450000,99117,Diesel,Dealer,Manual,1,Ford,6,14159
Chevrolet Spark 1.0 LS,2009,135000,90000,Petrol,Individual,Manual,1,Chevrolet,11,7500
Maruti Celerio ZXI MT BSIV,2019,425000,3700,Petrol,Individual,Manual,1,Maruti,1,1850
Tata Indica Vista Terra 1.4 TDI,2010,100000,80000,Diesel,Individual,Manual,1,Tata,10,7272
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,650000,100000,Diesel,Individual,Manual,2,Ford,5,16666
Tata Indica Vista Aqua 1.4 TDI,2011,90000,54000,Diesel,Individual,Manual,1,Tata,9,5400
Hyundai EON Era Plus,2017,250000,19000,Petrol,Individual,Manual,1,Hyundai,3,4750
Maruti Swift Dzire VDI,2014,300000,120000,Diesel,Individual,Manual,1,Maruti,6,17142
Maruti Wagon R VXI BS IV,2014,275000,30000,Petrol,Individual,Manual,1,Maruti,6,4285
Honda BRV i-VTEC V MT,2017,600000,43500,Petrol,Individual,Manual,1,Honda,3,10875
Renault KWID RXT,2016,270000,60000,Petrol,Individual,Manual,2,Renault,4,12000
Renault KWID RXT Optional,2016,240000,70000,Petrol,Individual,Manual,2,Renault,4,14000
Skoda Octavia Elegance 2.0 TDI AT,2014,1200000,135000,Diesel,Individual,Automatic,3,Skoda,6,19285
Chevrolet Beat Diesel LS,2012,160000,50000,Diesel,Individual,Manual,1,Chevrolet,8,5555
Honda Jazz 1.5 VX i DTEC,2018,790000,19571,Diesel,Dealer,Manual,1,Honda,2,6523
Honda City i-VTEC ZX,2018,1200000,29600,Petrol,Dealer,Manual,1,Honda,2,9866
Maruti Swift LXI,2011,175000,70000,Petrol,Individual,Manual,1,Maruti,9,7000
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,950000,15000,Diesel,Individual,Automatic,1,Maruti,2,5000
Maruti Celerio LXI MT BSIV,2019,340000,50000,Petrol,Individual,Manual,1,Maruti,1,25000
Renault Captur 1.5 Diesel RXT,2017,825000,13500,Diesel,Individual,Manual,1,Renault,3,3375
Audi A4 30 TFSI Technology,2018,3100000,22000,Petrol,Individual,Automatic,1,Audi,2,7333
Honda Amaze VX Diesel BSIV,2018,780000,25000,Diesel,Dealer,Manual,1,Honda,2,8333
Toyota Corolla Altis 1.8 VL AT,2010,350000,80000,Petrol,Individual,Automatic,3,Toyota,10,7272
Honda Amaze VX Petrol BSIV,2018,690000,39000,Petrol,Dealer,Manual,1,Honda,2,13000
Maruti Alto 800 VXI,2016,245000,60000,Petrol,Individual,Manual,1,Maruti,4,12000
Honda Amaze VX Diesel BSIV,2018,790000,49000,Diesel,Dealer,Manual,1,Honda,2,16333
Honda Amaze VX i-VTEC,2018,680000,48600,Petrol,Dealer,Manual,1,Honda,2,16200
Hyundai Grand i10 Asta Option,2017,540000,20000,Petrol,Individual,Manual,2,Hyundai,3,5000
Mahindra KUV 100 mFALCON G80 K2,2016,425000,25000,Petrol,Individual,Manual,1,Mahindra,4,5000
Maruti Zen Estilo Sports,2008,140000,120000,Petrol,Individual,Manual,1,Maruti,12,9230
Maruti Ertiga ZDI Plus,2019,1100000,30000,Diesel,Individual,Manual,1,Maruti,1,15000
Renault Lodgy 85PS RxL,2015,715000,35000,Diesel,Individual,Manual,1,Renault,5,5833
Maruti Swift VXI,2013,370000,90000,Petrol,Individual,Manual,1,Maruti,7,11250
Hyundai Verna CRDi ABS,2007,175000,80000,Diesel,Individual,Manual,2,Hyundai,13,5714
Mercedes-Benz E-Class 230,1998,1000000,35000,Petrol,Individual,Automatic,2,Mercedes-Benz,22,1521
Maruti Alto 800 LXI,2013,92800,25000,Petrol,Individual,Manual,2,Maruti,7,3125
Tata Xenon XT EX 4X2,2014,291000,90000,Diesel,Individual,Manual,1,Tata,6,12857
Maruti Alto 800 LXI,2013,92800,25000,Petrol,Individual,Manual,2,Maruti,7,3125
Renault KWID 1.0 RXT Optional,2016,350000,20000,Petrol,Individual,Manual,1,Renault,4,4000
Maruti Omni 5 Str STD,1998,65000,60000,Petrol,Dealer,Manual,3,Maruti,22,2608
Maruti Swift Dzire VDI,2015,650000,58000,Diesel,Individual,Manual,1,Maruti,5,9666
Maruti Wagon R LX BS IV,2014,350000,40000,Petrol,Dealer,Manual,1,Maruti,6,5714
Maruti Wagon R LXI,2005,75000,70000,Petrol,Individual,Manual,2,Maruti,15,4375
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2012,440000,70000,Diesel,Dealer,Manual,1,Hyundai,8,7777
Hyundai Santro Xing GLS,2013,270000,60000,Petrol,Individual,Manual,1,Hyundai,7,7500
Toyota Innova 2.5 V Diesel 7-seater,2014,1150000,135000,Diesel,Dealer,Manual,1,Toyota,6,19285
Maruti Omni 8 Seater BSII,2015,238000,70000,Petrol,Dealer,Manual,1,Maruti,5,11666
Mercedes-Benz B Class B180 Sports,2013,1100000,40000,Petrol,Individual,Automatic,2,Mercedes-Benz,7,5000
Mahindra XUV500 W10 2WD,2015,1200000,75000,Diesel,Dealer,Manual,2,Mahindra,5,12500
Skoda Fabia 1.2L Diesel Ambiente,2010,260000,150000,Diesel,Individual,Manual,1,Skoda,10,13636
Toyota Etios VD,2012,350000,140000,Diesel,Individual,Manual,3,Toyota,8,15555
Toyota Etios Liva VD,2015,480000,70000,Diesel,Individual,Manual,1,Toyota,5,11666
Toyota Etios Liva GD,2012,345000,137250,Diesel,Individual,Manual,2,Toyota,8,15250
Mahindra Scorpio M2DI,2013,500000,110000,Diesel,Individual,Manual,2,Mahindra,7,13750
Hyundai Grand i10 Asta Option,2017,595000,27000,Petrol,Dealer,Manual,1,Hyundai,3,6750
Hyundai Verna CRDi 1.6 SX Option,2019,1295000,9000,Diesel,Dealer,Manual,1,Hyundai,1,4500
Volkswagen Vento 1.5 TDI Highline BSIV,2019,1350000,5400,Diesel,Dealer,Manual,0,Volkswagen,1,2700
Renault KWID Climber 1.0 MT Opt BSIV,2020,541000,1000,Petrol,Dealer,Manual,0,Renault,0,1000
Hyundai Santro Asta,2018,515000,16000,Petrol,Dealer,Manual,1,Hyundai,2,5333
Ford Figo Aspire Titanium Plus Diesel,2019,894999,13000,Diesel,Dealer,Manual,0,Ford,1,6500
Renault Pulse RxZ Optional,2012,325000,47000,Diesel,Dealer,Manual,1,Renault,8,5222
Maruti Ciaz 1.4 Alpha,2018,925000,22000,Petrol,Individual,Manual,1,Maruti,2,7333
Nissan Terrano XL P,2017,844999,30000,Petrol,Individual,Manual,1,Nissan,3,7500
Maruti Ciaz 1.4 Alpha,2018,925000,20000,Petrol,Individual,Manual,1,Maruti,2,6666
Tata Manza Club Class Quadrajet90 LX,2013,300000,60000,Diesel,Individual,Manual,1,Tata,7,7500
Toyota Camry M/t,2008,650000,75000,Petrol,Individual,Manual,2,Toyota,12,5769
Maruti Alto K10 LXI,2010,175000,64000,Petrol,Dealer,Manual,1,Maruti,10,5818
Maruti SX4 S Cross DDiS 320 Delta,2015,325000,80000,Diesel,Individual,Manual,1,Maruti,5,13333
Renault Duster 85PS Diesel RxZ,2017,600000,90000,Diesel,Individual,Manual,1,Renault,3,22500
Maruti Swift ZXI Plus,2018,700000,30000,Petrol,Individual,Manual,1,Maruti,2,10000
Toyota Corolla H3,2003,95000,120000,Petrol,Individual,Automatic,2,Toyota,17,6666
Maruti Celerio ZXI,2019,490000,20000,Petrol,Dealer,Manual,1,Maruti,1,10000
Tata Safari DICOR 2.2 EX 4x2,2013,380000,100000,Diesel,Individual,Manual,1,Tata,7,12500
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,550000,31000,Petrol,Dealer,Manual,1,Hyundai,2,10333
Maruti Alto 800 LXI,2013,225000,47000,Petrol,Dealer,Manual,1,Maruti,7,5875
Tata Nexon 1.2 Revotron XM,2018,570000,11200,Petrol,Individual,Manual,1,Tata,2,3733
Maruti Alto 800 LXI,2018,305000,35000,Petrol,Dealer,Manual,1,Maruti,2,11666
Maruti Wagon R Duo Lxi,2010,240000,50000,Other,Dealer,Manual,1,Maruti,10,4545
Maruti Ertiga SHVS VDI,2015,700000,55000,Diesel,Dealer,Manual,1,Maruti,5,9166
Maruti Omni E MPI STD BS IV,2018,288000,20000,Petrol,Dealer,Manual,1,Maruti,2,6666
Mahindra Bolero B4,2017,800000,75000,Diesel,Dealer,Manual,1,Mahindra,3,18750
Maruti Celerio VXI,2017,430000,93000,Petrol,Dealer,Manual,1,Maruti,3,23250
Chevrolet Beat Diesel LT Option,2009,195000,57000,Diesel,Dealer,Manual,2,Chevrolet,11,4750
Maruti Eeco Smiles 5 Seater AC,2014,325000,30000,Petrol,Dealer,Manual,1,Maruti,6,4285
Renault Duster 85PS Diesel RxE,2013,450000,73000,Diesel,Dealer,Manual,1,Renault,7,9125
Maruti Swift Dzire VDI,2016,630000,65000,Diesel,Dealer,Manual,1,Maruti,4,13000
Maruti Swift 1.3 VXi,2009,250000,62000,Petrol,Dealer,Manual,2,Maruti,11,5166
Hyundai Santro GLS I - Euro II,2007,135000,85000,Petrol,Dealer,Manual,1,Hyundai,13,6071
Chevrolet Spark 1.0 PS,2010,110000,73000,Petrol,Individual,Manual,1,Chevrolet,10,6636
Maruti Swift ZDi,2012,350000,55000,Diesel,Dealer,Manual,1,Maruti,8,6111
Maruti Omni E MPI STD BS IV,2016,240000,5800,Petrol,Individual,Manual,2,Maruti,4,1160
Toyota Innova 2.5 V Diesel 8-seater,2009,350000,350000,Diesel,Individual,Manual,1,Toyota,11,29166
Maruti Swift ZXI Plus,2018,600000,30000,Petrol,Individual,Manual,1,Maruti,2,10000
Maruti Swift Dzire VDI,2018,750000,20000,Diesel,Individual,Manual,1,Maruti,2,6666
Hyundai EON Era Plus,2018,270000,20000,Petrol,Individual,Manual,1,Hyundai,2,6666
Maruti Alto LXi,2007,90000,100000,Petrol,Individual,Manual,2,Maruti,13,7142
Maruti Wagon R Stingray VXI,2013,350000,65000,Petrol,Individual,Manual,1,Maruti,7,8125
Ford Figo Diesel Celebration Edition,2013,285000,90000,Diesel,Individual,Manual,2,Ford,7,11250
Toyota Innova 2.5 E Diesel MS 7-seater,2011,665000,267000,Diesel,Individual,Manual,2,Toyota,9,26700
Mahindra Scorpio 2.6 CRDe,2005,175000,250000,Diesel,Individual,Manual,2,Mahindra,15,15625
Mahindra Xylo D2,2011,350000,140000,Diesel,Individual,Manual,2,Mahindra,9,14000
Honda City i-VTEC CVT ZX,2018,1225000,22000,Petrol,Dealer,Automatic,1,Honda,2,7333
Honda Jazz Select Edition Active,2010,285000,60000,Petrol,Dealer,Manual,2,Honda,10,5454
Honda City i-VTEC VX,2018,1000000,28635,Petrol,Dealer,Manual,1,Honda,2,9545
Honda Amaze VX Diesel BSIV,2018,780000,32114,Diesel,Dealer,Manual,1,Honda,2,10704
Maruti Celerio VXI,2014,300000,82000,Petrol,Dealer,Manual,2,Maruti,6,11714
Maruti Swift VXI BSIII,2006,160000,95149,Petrol,Dealer,Manual,2,Maruti,14,6343
Honda Amaze VX i-VTEC,2018,625000,68458,Petrol,Dealer,Manual,1,Honda,2,22819
Maruti Ritz VXi,2010,265000,42000,Petrol,Individual,Manual,1,Maruti,10,3818
Honda City i DTEC V,2014,515000,90000,Diesel,Individual,Manual,2,Honda,6,12857
Hyundai EON D Lite,2016,210000,30000,Petrol,Individual,Manual,1,Hyundai,4,6000
